Day,Campaign Name,Ad Set Name,Ad Name,Reach,Impressions,Frequency,Amount Spent,Link Clicks,CPC (Cost per Link Click),CTR (Link Click-Through Rate),Messaging Conversations Started,Cost per Messaging Conversations Started
2025-07-10,(TL) PP - Junio 2025 - T01,03_Estados Envío Gratis,01 - VS,179,200,1.12,6.54,2,3.27,1,,
2025-07-10,NS (Julio 2025) Llantas- T01,01_Toluca_Abierto,Img1_Copy1,5772,6978,1.21,114.36,67,1.71,0.96,32,3.57
2025-07-10,NS (Julio 2025) Llantas- T01,01_Toluca_Abierto,Img2_Copy1,87,96,1.1,2.44,1,2.44,1.04,1,2.44
2025-07-10,NS (Julio 2025) Llantas- T01,01_Toluca_Abierto,Img3_Copy1,415,508,1.22,20.09,9,2.23,1.77,5,4.02
2025-07-11,🏆 (Abril 2025) Camión - T01,02_Toluca_Abierto,🏆 (Abril) 11R22.5,337,431,1.28,14.32,2,7.16,0.46,,
2025-07-11,🏆 (Abril 2025) Camión - T01,04_Toluca_Abierto,🏆 (Abril) 11R22.5,5560,7950,1.43,157.23,72,2.18,0.91,19,8.28
2025-07-11,(TL) PP - Junio 2025 - T01,02_Estados Envío Gratis,02 - Carrito,2,2,1,0.09,,,,,
2025-07-11,(TL) PP - Junio 2025 - T01,01_Estados Envío Gratis -,01 - Testimonio,2088,2612,1.25,139.9,37,3.78,1.42,13,10.76
2025-07-11,(TL) PP - Junio 2025 - T01,03_Estados Envío Gratis,01 - VS,102,115,1.13,5.94,3,1.98,2.61,,
2025-07-11,NS (Julio 2025) Llantas- T01,01_Toluca_Abierto,Img1_Copy1,4704,5643,1.2,90.65,46,1.97,0.82,20,4.53
2025-07-11,NS (Julio 2025) Llantas- T01,01_Toluca_Abierto,Img2_Copy1,147,163,1.11,2.9,1,2.9,0.61,,
2025-07-11,NS (Julio 2025) Llantas- T01,01_Toluca_Abierto,Img3_Copy1,714,837,1.17,23.36,11,2.12,1.31,8,2.92
2025-07-12,🏆 (Abril 2025) Camión - T01,02_Toluca_Abierto,🏆 (Abril) 11R22.5,173,196,1.13,4.86,1,4.86,0.51,,
2025-07-12,🏆 (Abril 2025) Camión - T01,04_Toluca_Abierto,🏆 (Abril) 11R22.5,7159,10071,1.41,168.38,67,2.51,0.67,20,8.42
2025-07-12,(TL) PP - Junio 2025 - T01,02_Estados Envío Gratis,02 - Carrito,1,1,1,0.02,,,,,
2025-07-12,(TL) PP - Junio 2025 - T01,01_Estados Envío Gratis -,01 - Testimonio,1852,2243,1.21,120.37,23,5.23,1.03,9,13.37
2025-07-12,(TL) PP - Junio 2025 - T01,03_Estados Envío Gratis,01 - VS,134,154,1.15,7.34,3,2.45,1.95,1,7.34
2025-07-12,NS (Julio 2025) Llantas- T01,01_Toluca_Abierto,Img1_Copy1,4010,4707,1.17,80.74,44,1.84,0.93,20,4.04
2025-07-12,NS (Julio 2025) Llantas- T01,01_Toluca_Abierto,Img2_Copy1,84,91,1.08,2.2,2,1.1,2.2,,
2025-07-12,NS (Julio 2025) Llantas- T01,01_Toluca_Abierto,Img3_Copy1,884,1100,1.24,28.9,13,2.22,1.18,6,4.82
2025-07-13,🏆 (Abril 2025) Camión - T01,02_Toluca_Abierto,🏆 (Abril) 11R22.5,253,309,1.22,6.07,1,6.07,0.32,1,6.07
